category,terms,id,unknown,id2,tweetid,guid,link,author,title,description,pubdate,source,favoritecount,retweetcount,lang,quotedtext,tweettype,inreplytoscreenname,inreplytouserid,inreplytostatusid,retweetedscreenname,retweeteduserid,retweetedstatusid,userid,profileimageurl,userstatusescount,userfriendscount,userfollowerscount,usercreatedat,userbio,userlocation,userverified,sentiment
,,409,408,8816,1.35E+18,https://twitter.com/tribunlampung_/statuses/1353554360358170624,https://twitter.com/tribunlampung_/statuses/1353554360358170624,tribunlampung_,"AJI Bandar Lampung: Jurnalis Berhak Dapat Vaksinasi Covid-19, Tapi. . .  https://t.co/x7uXEpnIxv #beritaNasional #beritaViral","AJI Bandar Lampung: Jurnalis Berhak Dapat Vaksinasi Covid-19, Tapi. . .  https://t.co/x7uXEpnIxv #beritaNasional #beritaViral",1/24/2021 23:04,Twitter Web App,0,0,in,,original,,0,0,,0,0,109272809,https://pbs.twimg.com/profile_images/1288311120546025472/3W7me4hH_normal.jpg,198981,393,19287,1/28/2010 9:22,"Official Twitter Page of http://t.co/dqmyQvUQug, Real Time News Pertama di Lampung",,,-1
,,410,409,69277,1.36E+18,https://twitter.com/arjuno_ireng01/statuses/1355081829921869825,https://twitter.com/arjuno_ireng01/statuses/1355081829921869825,arjuno_ireng01,,,1/29/2021 4:14,Twitter for Android,0,54,in,,retweet,,0,0,NayDonuts,1.10E+18,1.35E+18,7.39E+17,https://pbs.twimg.com/profile_images/1351385180200525826/2yA3OuNO_normal.jpg,175936,11246,16943,6/4/2016 4:43,Asli_jogja #GankKoplak #Basis K-SARBUMUSI,Indonesia,,1
positif,"fasilitas,kesehatan,menerima",411,410,13687,1.35E+18,https://twitter.com/andri_attitude/statuses/1353650268949204992,https://twitter.com/andri_attitude/statuses/1353650268949204992,andri_attitude,,Jml nakes yg tlh menerima vaksinasi Covid-19 terus bertambah.  @KemenkesRI mencatat sekitar 141 ribuan nakes tlh disuntik vaksin hingga Sabtu. Nakes tsb disuntik di 13.525 fasilitas pelayanan kesehatan (fasyankes) yg tersebar di 92 kab/kota di 34 provinsi #NakesSiapRumahSakitSiap https://t.co/iBCdbdurpn,1/25/2021 5:25,Twitter for Android,0,36,in,,retweet,,0,0,MalvaSelena,1162115906,1.35E+18,203946117,https://pbs.twimg.com/profile_images/1345327422632198144/tv0PbkKa_normal.jpg,18786,1941,2233,10/17/2010 11:22,"From our love comes, and in the name of love He created us.  Because of the purpose of love, we come to Him, and for love we also face Him. Ibn Arabi",Cinta,,1
,,412,411,31403,1.35E+18,https://twitter.com/civitoes/statuses/1354225107053334530,https://twitter.com/civitoes/statuses/1354225107053334530,civitoes,Jokowi Ingatkan Vaksin Covid-19 Adalah Ikhtiar dan Disiplin Jadi Penentu   Program vaksinasi harus sejalan dengan PROKES  Kurangi Resiko Terpapar Kovid #KetahuanFPIAntekAsing  https://t.co/OHWIzrW22F,Jokowi Ingatkan Vaksin Covid-19 Adalah Ikhtiar dan Disiplin Jadi Penentu   Program vaksinasi harus sejalan dengan PROKES  Kurangi Resiko Terpapar Kovid #KetahuanFPIAntekAsing  https://t.co/OHWIzrW22F,1/26/2021 19:30,Twitter Web App,5,5,in,,original,,0,0,,0,0,1.33E+18,https://pbs.twimg.com/profile_images/1332014249007149056/DQ5NfAkG_normal.jpg,58,51,43,11/26/2020 12:31,Berjuang diatas kaki sendiri,Indonesia,,1
positif,positif,413,412,60473,1.35E+18,https://twitter.com/korantempo/statuses/1354772462840508423,https://twitter.com/korantempo/statuses/1354772462840508423,korantempo,"Jumlah kasus Covid-19 di Indonesia terus bertambah. Pekan ini, jumlah kasus positif menembus angka satu juta. #ingatpesanibu #cucitangan #pakaimasker #jagajarak  https://t.co/01tDyg6UEe","Jumlah kasus Covid-19 di Indonesia terus bertambah. Pekan ini, jumlah kasus positif menembus angka satu juta. #ingatpesanibu #cucitangan #pakaimasker #jagajarak  https://t.co/01tDyg6UEe",1/28/2021 7:45,TweetDeck,6,1,in,,original,,0,0,,0,0,20963426,https://pbs.twimg.com/profile_images/800667202240188420/Ir6SVYp7_normal.jpg,630557,21,1854699,2/15/2009 23:49,"Official Twitter account of Koran Tempo. Follow us for breaking news, current events, special reports, and something more from https://t.co/vs6CrExTqC",Indonesia,1,1
,,414,413,48601,1.35E+18,https://twitter.com/viddysupit/statuses/1354483180380643328,https://twitter.com/viddysupit/statuses/1354483180380643328,viddysupit,RT @EllaZefa: Menurut Menkes @KemenkesRI  antibodi terbentuk Setelah 2-3 minggu Setelah vaksin Covid 19 https://t.co/bRPz35Tfit,Menurut Menkes @KemenkesRI  antibodi terbentuk Setelah 2-3 minggu Setelah vaksin Covid 19 https://t.co/bRPz35Tfit,1/27/2021 12:35,Twitter for Android,0,2,in,,retweet,,0,0,EllaZefa,77341903,1.35E+18,399274947,https://pbs.twimg.com/profile_images/1163666443096846337/jtxssWeh_normal.jpg,2311,873,1093,10/27/2011 3:58,"Ekspedisi Kapsul Waktu 2085, Founder forum musik Indie Indonesia (FORMI) Sekjen Askomik | Totality & Passion , wasekjend Teman Jokowi.","Jakarta, ID",,1
"negatif,positif","kesehatan,kita,kurang,tetap",415,414,48741,1.35E+18,https://twitter.com/noprizal033/statuses/1354494852881293312,https://twitter.com/noprizal033/statuses/1354494852881293312,noprizal033,,"Sudah dua pekan kita menggelar vaksinasi massal Covid-19. Hari ini, sudah sekitar 250.000 tenaga kesehatan yang telah menjalani vaksinasi.   Memang terasa masih kurang, tapi dari hari ke hari kita tetap membenahi manajemen pelaksanaan vaksinasi. https://t.co/iKD09TATzn",1/27/2021 13:21,Twitter for Android,0,819,in,,retweet,,0,0,jokowi,366987179,1.35E+18,9.34E+17,https://pbs.twimg.com/profile_images/985554222182641665/XFjCDrXS_normal.jpg,6345,3225,1568,11/24/2017 6:56,,"Lampung, Indonesia",,1
positif,menerima,416,415,33688,1.35E+18,https://twitter.com/MalvaSelena/statuses/1354264730039275523,https://twitter.com/MalvaSelena/statuses/1354264730039275523,MalvaSelena,,"Presiden RI @jokowi Dijadwalkan akan menerima Suntikan Vaksin Covid - 19 Untuk Dosis Kedua Pada hari rabu pagi, 27 Januari 2021.   #JokowiVaksinKe2 https://t.co/k8imKIvGvB",1/26/2021 22:07,Twitter Web App,0,4,in,,retweet,,0,0,bwinsandi3,1.27E+18,1.35E+18,1162115906,https://pbs.twimg.com/profile_images/1344172613682122753/TtgpDOYk_normal.jpg,75828,2238,10812,2/9/2013 1:04,#PorosTengah #LaskarBerbagiKasih   ??Just Ordinary Person??  BLM DIFOLLBACK?? SILAHKAN DM  ??BLOKIR ?Akun Bokep?  Follow demi GA trus Unfoll ?? BLOKIR,"Surakarta, Jawa Tengah",,1
"negatif,positif","menyedihkan,siap",417,416,68459,1.36E+18,https://twitter.com/arjuno_ireng01/statuses/1355059308346544129,https://twitter.com/arjuno_ireng01/statuses/1355059308346544129,arjuno_ireng01,Pisah dengan keluarga karena Covid-19 sangat menyedihkan ??????  Lindungi keluarga anda mulai sekarang????  Saya siap di Vaksin Pak Menkes https://t.co/TUu4j4FOTm,Pisah dengan keluarga karena Covid-19 sangat menyedihkan ??????  Lindungi keluarga anda mulai sekarang????  Saya siap di Vaksin Pak Menkes https://t.co/TUu4j4FOTm,1/29/2021 2:44,Twitter for Android,1,0,in,,reply,arjuno_ireng01,7.39E+17,1.36E+18,,0,0,7.39E+17,https://pbs.twimg.com/profile_images/1351385180200525826/2yA3OuNO_normal.jpg,175857,11245,16942,6/4/2016 4:43,Asli_jogja #GankKoplak #Basis K-SARBUMUSI,Indonesia,,1
"negatif,positif","bisa,dukungan,mendatang,menyelesaikan,optimis",418,417,26593,1.35E+18,https://twitter.com/Ki_Hono/statuses/1354024032803426304,https://twitter.com/Ki_Hono/statuses/1354024032803426304,Ki_Hono,,"Gubernur Jawa Tengah @ganjarpranowo optimis Jateng bisa menyelesaikan proses vaksinasi tahap I sebelum jadwal vaksinasi tahap II dimulai yakni tanggal 28 Januari mendatang. Untuk itu, Ganjar berharap dukungan dari masyarakat. https://t.co/3LHvNq9P66",1/26/2021 6:11,Twitter Web App,0,6,in,,retweet,,0,0,Indonesia_Pedia,48359478,1.35E+18,873479934,https://pbs.twimg.com/profile_images/1304598481894608903/a6YHvi1O_normal.jpg,24284,268,2195,10/11/2012 7:56,"Membacalah Dengan Hikmat , Sehingga Engkau Akan Mengerti Artinya Pengertian .",Indonesia,,1
,,419,418,40266,1.35E+18,https://twitter.com/kabarrakyatid/statuses/1354325130340683776,https://twitter.com/kabarrakyatid/statuses/1354325130340683776,kabarrakyatid,,,1/27/2021 2:07,WordPress.com,0,0,in,,original,,0,0,,0,0,9.49E+17,https://pbs.twimg.com/profile_images/1156378269920321538/emUvkOPk_normal.jpg,17578,390,304,1/4/2018 2:33,,"Banyuwangi, Indonesia",,1
positif,pemulihan,420,419,63613,1.35E+18,https://twitter.com/EPras92/statuses/1354952347856715787,https://twitter.com/EPras92/statuses/1354952347856715787,EPras92,,?? BUKA PERTEMANAN ?? #JalinPersatuan  #SrikandiMandiri   RT ??Rep Vaksinasi Percepat Pemulihan Ekonomi  #MutualMilenial  ?? @ziyyah_Assy   CC @LILApama2011 @jitoe02 @jisatu01 @Lima8Satu @MutualMilenial @vianicantiq @Chishe_wd23 @tjhinfar21 @kianinara1 @Chaterinee_08 @denni_loyz https://t.co/xZ6Oip8PEQ,1/28/2021 19:39,Twitter for Android,0,23,in,,retweet,,0,0,ziyyah_Assy,1.16E+18,1.35E+18,1631938316,https://pbs.twimg.com/profile_images/1320112473001783296/qCymXpJ8_normal.jpg,114502,1715,1841,7/29/2013 23:47,Liverpool Fans (Kopite) | derekke dawuh kiai @nahdlatululama #MM39,Indonesia,,1
,,421,420,7721,1.35E+18,https://twitter.com/Satria180806/statuses/1353536751353044992,https://twitter.com/Satria180806/statuses/1353536751353044992,Satria180806,,,1/24/2021 21:54,Twitter for Android,0,2,in,,retweet,,0,0,Janghermant1,546956094,1.35E+18,1.27E+18,https://pbs.twimg.com/profile_images/1339293273676861440/6mqP-mEr_normal.jpg,2343,769,741,6/8/2020 12:14,#PANCASILA  Tuhan jagalah ???ini dari berharap pada sesuatu yg tidak engkau tuliskan Untukku #StopKebencian  #OjoSoKeminter #OjokaKeanCangkem,Indonesia,,1
,,422,421,27361,1.35E+18,https://twitter.com/Radar_Cirebon/statuses/1354044069324988418,https://twitter.com/Radar_Cirebon/statuses/1354044069324988418,Radar_Cirebon,"INDRAMAYU - Puskesmas Anjatan Kabupaten Indramayu menggelar simulasi pemberian vaksin covid 19 produksi Sinovac, Selasa (26/1/2021). Peragaan ini dilakukan untuk kesiapan program https://t.co/3BeviSs9HB","INDRAMAYU - Puskesmas Anjatan Kabupaten Indramayu menggelar simulasi pemberian vaksin covid 19 produksi Sinovac, Selasa (26/1/2021). Peragaan ini dilakukan untuk kesiapan program https://t.co/3BeviSs9HB",1/26/2021 7:30,WordPress.com,1,0,in,,original,,0,0,,0,0,388848045,https://pbs.twimg.com/profile_images/1061037395443769344/Y_Qxeo-E_normal.jpg,67639,89,23152,10/11/2011 9:00,"Harian Umum Terbesar di Wilayah Cirebon, Indramayu, Kuningan dan Majalengka - Redaksi, Iklan Dan Pemasaran - Jl.Perjuangan No.9 Telp. 0231-483531","Cirebon, Indonesia",,1
,,423,422,462,1.35E+18,https://twitter.com/Jepara_Twitt/statuses/1353257224596901889,https://twitter.com/Jepara_Twitt/statuses/1353257224596901889,Jepara_Twitt,,"Personel Polres Jepara melaksanakan pengamanan dan pengawalan Pendistribusian Vaksin COVID-19 dari Gudang Instalasi farmasi Kabupaten Jepara Jl. Botoputih Ds. Krapyak Kec. Tahunan Kab. Jepara ke puskesmas yang berada di Kabupaten Jepara, Minggu Pagi (24/01/2021) https://t.co/RG1mJ0k43l",1/24/2021 3:23,Twitter for Android,0,2,in,,retweet,,0,0,JeparaPolres,1.32E+18,1.35E+18,1.23E+18,https://pbs.twimg.com/profile_images/1352873245343584256/mQlnxjgi_normal.jpg,11391,32,1790,2/14/2020 13:45,Selamat Datang di Twitter Jepara | email: jeparatwit@gmail.com | #TwitterJepara,Jepara Kota Ukir,,1
positif,kuat,424,423,6935,1.35E+18,https://twitter.com/denni_sauya/statuses/1353518383715807234,https://twitter.com/denni_sauya/statuses/1353518383715807234,denni_sauya,,Dengan disiplin terapkan 3M serta melakukan vaksinasi menjadi kunci pemutus rantai penyebaran covid-19  Vaksin Lancar Rakyat Kuat #SitaTanahMarkasIlegalFPI https://t.co/dLRBgY8Ei9,1/24/2021 20:41,Twitter Web App,0,6,in,,retweet,,0,0,denni_loyz,1256769373,1.35E+18,1.25E+18,https://pbs.twimg.com/profile_images/1336869833816690688/znc3N0FC_normal.jpg,67028,9517,10553,4/12/2020 11:03,#JalinPersatuan,di awan biruuu,,1
,,425,424,87832,1.36E+18,https://twitter.com/9iseeel/statuses/1355675738603548674,https://twitter.com/9iseeel/statuses/1355675738603548674,9iseeel,,Makanya SARING SEBELUM SHARING..!!   Stop Framing Hoaks Vaksin #IndonesiaBersih2Radikalisme https://t.co/22iRmLDJ0l https://t.co/jlZWrmd4Q4,1/30/2021 19:34,Twitter Web App,0,6,in,,retweet,,0,0,denni_loyz,1256769373,1.36E+18,2443521056,https://pbs.twimg.com/profile_images/1335270920491945987/bG3DPXTV_normal.jpg,10272,3915,4298,4/14/2014 3:55,#LaskarPelangiNKRI,gunung sugih,,1
"negatif,positif","bisa,tetap",426,425,29679,1.35E+18,https://twitter.com/BerlandGroup/statuses/1354137128272191493,https://twitter.com/BerlandGroup/statuses/1354137128272191493,BerlandGroup,,Ketua Pokja Perhimpunan Dokter Paru Indonesia (PDPI) Erlina Burhan mengungkap penyebab mengapa seseorang bisa tetap terjangkit Covid-19 meski sdh disuntik vaksin. kondisi itu bukanlah krn divaksin Covid-19. Sebab bisa saja orang itu sdh terpapar sblm disuntik vaksin @KemenkesRI https://t.co/x0XGXV35wA,1/26/2021 13:40,Twitter for Android,0,32,in,,retweet,,0,0,triwul82,2695463725,1.35E+18,3151954471,https://pbs.twimg.com/profile_images/1071956653765881856/OF4LPVD5_normal.jpg,205087,727,871,4/12/2015 17:05,Berland Internusa International Corporation Ltd (Group) Singapore,Singapore,,1
positif,"diberikan,semangat,usul",427,426,82415,1.36E+18,https://twitter.com/andrajoleno/statuses/1355441939995381763,https://twitter.com/andrajoleno/statuses/1355441939995381763,andrajoleno,,"Mendagri Usul Dana Insentif Diberikan ke Daerah yang Berprestasi dalam Vaksinasi Covid-19  @kemendagri @jokowi  Usul ini patut dipertimbangkan pak,biar ada semangat...????????  https://t.co/bYdGsU3EWi",1/30/2021 4:05,Twitter for Android,0,4,in,,retweet,,0,0,_TeWeL7,197373511,1.36E+18,398731354,https://pbs.twimg.com/profile_images/1344707078045143051/WjHQ07iM_normal.jpg,24505,3849,3816,10/26/2011 9:28,SEMANGAT SELALU  . . . .  . .  ???????  #????????????????????,Indonesia,,1
"negatif,positif","kesehatan,lupa,makanan,tetap,wajib",428,427,46044,1.35E+18,https://twitter.com/PendukungTimnas/statuses/1354423146204434436,https://twitter.com/PendukungTimnas/statuses/1354423146204434436,PendukungTimnas,,"Vaksinasi nasional Covid-19 sudah mulai dilaksanakan. Namun, protokol kesehatan tetap wajib dilaksanakan. Jangan lupa untuk makan makanan bergizi ya. https://t.co/PjX6ecWdJQ",1/27/2021 8:36,Twitter Web App,0,1,in,,retweet,,0,0,binofficial_ri,1.26E+18,1.35E+18,3308687323,https://pbs.twimg.com/profile_images/1307604406100058113/Wg4IqjNT_normal.jpg,39351,981,1260,8/7/2015 6:04,#IngatPesanIbu Patuhi Protokol Kesehatan 5M : 1. Memakai Masker 2. Mencuci Tangan Pakai Sabun 3. Menjaga Jarak 4. Menghindari Kerumunan 5. Mengurangi Mobilitas,Indonesia Raya,,1
,,429,428,13346,1.35E+18,https://twitter.com/IDCorner/statuses/1353636251174371328,https://twitter.com/IDCorner/statuses/1353636251174371328,IDCorner,Jateng Targetkan Vaksinasi Nakes Selesai Pertengahan Februari - https://t.co/tusa8ejKOz  #INDONESIA,Jateng Targetkan Vaksinasi Nakes Selesai Pertengahan Februari - https://t.co/tusa8ejKOz  #INDONESIA,1/25/2021 4:30,IDCorner.Co.iD,0,0,in,,original,,0,0,,0,0,168469708,https://pbs.twimg.com/profile_images/1116895717983842304/tmRUqNJJ_normal.jpg,55839,310,2970,7/19/2010 8:10,Indonesia | NKRI | Pancasila | Bhineka Tunggal Ika,"Central Java, Indonesia",,1
,,430,429,85543,1.36E+18,https://twitter.com/idnpublic/statuses/1355534119648694276,https://twitter.com/idnpublic/statuses/1355534119648694276,idnpublic,Pemprov Jatim dorong langkah percepatan vaksinasi https://t.co/Fky7DvKrtJ #Terbaru #antara #berita #live,Pemprov Jatim dorong langkah percepatan vaksinasi https://t.co/Fky7DvKrtJ #Terbaru #antara #berita #live,1/30/2021 10:11,dlvr.it,0,0,in,,original,,0,0,,0,0,564951196,https://pbs.twimg.com/profile_images/1338164622239518720/HxCZ9Icz_normal.jpg,48860,207,1945,4/27/2012 18:00,,Indonesia,,1
,,431,430,17422,1.35E+18,https://twitter.com/nyai_agengjogja/statuses/1353834873539051520,https://twitter.com/nyai_agengjogja/statuses/1353834873539051520,nyai_agengjogja,,?? BUKA PERTEMANAN ?? #JalinPersatuan #SrikandiMandiri  RT ?? Rep; TERAPKAN 5M dan Vaksinasi  #MutualMilenial   Follow  @LILApama2011  CC @LILApama2011 @jitoe02 @jisatu01 @Lima8Satu @vianicantiq @Chishe_wd23 @tjhinfar21 @kianinara1 @Chaterinee_08 @denni_loyz @seruanhl https://t.co/5epT1Nziyz,1/25/2021 17:39,Twitter for Android,0,5,in,,retweet,,0,0,LILApama2011,1.25E+18,1.35E+18,1.04E+18,https://pbs.twimg.com/profile_images/1349157455431929856/z5YDxR9l_normal.jpg,15708,9275,8593,9/1/2018 4:20,??Penyuka Kelinci ?? #Blogger | #NU | #Folback100??,"Yogyakarta, Indonesia",,1
"negatif,positif","dukung,kesehatan,masalah",432,431,18418,1.35E+18,https://twitter.com/silentreadeer/statuses/1353864158513688578,https://twitter.com/silentreadeer/statuses/1353864158513688578,silentreadeer,,"1. Dalam menangani masalah kesehatan akibat Pandemi COVID-19, pemerintah telah memulai program vaksinasi.   Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI  https://t.co/svK2EDbNOR",1/25/2021 19:35,Twitter Web App,0,13,in,,retweet,,0,0,RETHA_Monicaa,1.23E+18,1.35E+18,3172958879,https://pbs.twimg.com/profile_images/1313852343281098752/WU-q09XP_normal.jpg,78914,17181,21769,4/16/2015 10:40,?Real Account? Tan Hana Wighna Tan Sirna,Gading Serpong Tangerang,,1
positif,"dukungan,kesehatan",433,432,13999,1.35E+18,https://twitter.com/newsmerahputih/statuses/1353657616799391750,https://twitter.com/newsmerahputih/statuses/1353657616799391750,newsmerahputih,"Program vaksinasi Covid-19 di Jawa Barat, mendapat dukungan dari tenaga kesehatan.   #merahputihcom #vaksin #covid19 #jawabarat https://t.co/FpARwMDnS9","Program vaksinasi Covid-19 di Jawa Barat, mendapat dukungan dari tenaga kesehatan.   #merahputihcom #vaksin #covid19 #jawabarat https://t.co/FpARwMDnS9",1/25/2021 5:55,TweetDeck,0,0,in,,original,,0,0,,0,0,2714869507,https://pbs.twimg.com/profile_images/1321338095875158018/IkLqMlTW_normal.jpg,114839,232,8694,8/7/2014 12:00,"Official Twitter https://t.co/vTTj2EEZOB Portal Berita Terkini, Portal Media Sosial, Portal Video Sosial.  #BeraniMenginspirasi",Jakarta,,1
negatif,"berantakan,membuka,sedih",434,433,36620,1.35E+18,https://twitter.com/adepedia/statuses/1354284907002961920,https://twitter.com/adepedia/statuses/1354284907002961920,adepedia,,Pandemik ini membuka borok sistem informasi yg awul-awul berantakan di Kemenkes. Ada belasan sistem kagak di sana ga bs menangani pandemik dan vaksinasi.  Dari dulu miris lihat tender2 IT pemerintah. Skrg rasa miris itu berubah menjadi sedih krn kuwalatnya ditanggung 1 negara.,1/26/2021 23:27,Twitter for Android,0,50,in,,retweet,,0,0,leksa,6176612,1.35E+18,200448287,https://pbs.twimg.com/profile_images/1349869227126136833/z227nPQT_normal.jpg,86799,501,2337,10/9/2010 5:49,"Interested in current affairs, demography, geography, history, old maps, economic development, politics, constitutional law, culture,  wildlife, & cute pets.","Jakarta, Indonesia",,-1
positif,dicapai,435,434,29154,1.35E+18,https://twitter.com/parwatyRizky/statuses/1354096823267299329,https://twitter.com/parwatyRizky/statuses/1354096823267299329,parwatyRizky,,Dlm upaya percepatan vaksinasi covid 19 @ganjarpranowo Sidak Puskesmas Brongsang dan Kali Wungu.  Dgn target minimal yg dicapai setiap Puskesmas ditetapkan sbg langkah percepatan vaksinasi di Jateng  @DiniHrdianti @JeffBond777  @Gus_Raharjo @blackspyyder  https://t.co/SW49Dwr9GA,1/26/2021 11:00,Twitter for Android,0,5,in,,retweet,,0,0,otnayram_,7.33E+17,1.35E+18,1.05E+18,https://pbs.twimg.com/profile_images/1351548907633823744/hiYo_qCF_normal.jpg,41129,3305,3375,10/8/2018 22:35,Suka suka gw aja,kelaten,,1
,,436,435,29746,1.35E+18,https://twitter.com/unberlieved/statuses/1354163399458885633,https://twitter.com/unberlieved/statuses/1354163399458885633,unberlieved,,,1/26/2021 15:24,Twitter for Android,0,437,in,,retweet,,0,0,ProfesorZubairi,1.32E+18,1.35E+18,218975358,https://pbs.twimg.com/profile_images/1329399925075963905/G8-AdoSt_normal.jpg,55034,614,954,11/23/2010 11:17,,131 Quantum realm,,1
positif,kuat,437,436,5454,1.35E+18,https://twitter.com/RETHA_Monicaa/statuses/1353503841602428928,https://twitter.com/RETHA_Monicaa/statuses/1353503841602428928,RETHA_Monicaa,,2. Dengan vaksinasi resiko terpapar COVID-19 akan turun sekitar 65 persen  Vaksin Lancar Rakyat Kuat #SitaTanahMarkasIlegalFPI,1/24/2021 19:43,Twitter for Android,0,11,in,,retweet,,0,0,RETHA_Monicaa,1.23E+18,1.35E+18,1.23E+18,https://pbs.twimg.com/profile_images/1341767052210499589/NfeyU7e3_normal.jpg,30481,8515,8882,2/29/2020 5:46,"Hati itu MAHAL, kenapa ia mahal dan berharga???  Karena disitulah ALLAH melihat kita, bukan pada rupa....","Tangerang, Banten",,1
,,438,437,89163,1.36E+18,https://twitter.com/SwanLakee8/statuses/1355696527952535554,https://twitter.com/SwanLakee8/statuses/1355696527952535554,SwanLakee8,,,1/30/2021 20:56,Twitter for Android,0,16,in,,retweet,,0,0,seruanhl,1.17E+18,1.36E+18,490440450,https://pbs.twimg.com/profile_images/1353880307297091586/1FTUe1yp_normal.jpg,10612,3069,2753,2/12/2012 10:17,,"Banten, Indonesia",,1
"negatif,positif","aman,kembali,terima",439,438,63314,1.35E+18,https://twitter.com/Lima8Satu/statuses/1354948269110005770,https://twitter.com/Lima8Satu/statuses/1354948269110005770,Lima8Satu,,"Terima vaksin kedua, Presiden kembali pastikan vaksin Sinovac halal dan aman.  Vaksinasi tersebut kembali menujukkan bukti bahwa vaksin Sinovac yang juga disediakan untuk masyarakat Indonesia.  Vaksin Mantul Terbukti Aman #UngkapMotifAsingDibalikFPI  https://t.co/sFdyPmTpPX",1/28/2021 19:23,Twitter for Android,0,4,in,,retweet,,0,0,Virgin_97,1.31E+18,1.35E+18,1.24E+18,https://pbs.twimg.com/profile_images/1346928826236899330/htYmBf9H_normal.jpg,30379,11345,17518,3/9/2020 9:50,#MM03 #SM01 #MutualMilenial #SrikandiMandiri Menunggu Kehidupan ke2     2020 maret 9 21:21,"Jawa Barat, Indonesia",,1
"negatif,positif","aman,dukung,efektif,kita,kuat,virus",440,439,8440,1.35E+18,https://twitter.com/kangmul58/statuses/1353546024317448193,https://twitter.com/kangmul58/statuses/1353546024317448193,kangmul58,,"Mari Kita Dukung Program Vaksinasi Nasional. Program vaksinasi akan sehatkan masyarakat Indonesia dari virus Covid-19, hingga Pulihkan Ekonomi Nasional (PEN).  Vaksin dijamin Halal, Aman dan Efektif  Vaksin Lancar Rakyat Kuat #SitaTanahMarkasIlegalFPI https://t.co/TwpMrfZBgL",1/24/2021 22:31,Twitter for Android,0,4,in,,retweet,,0,0,kangmul57,1.24E+18,1.35E+18,1.25E+18,https://pbs.twimg.com/profile_images/1353251007321370624/-Ftnj6iO_normal.jpg,17952,8154,8800,4/15/2020 5:01,#gpmania ??,Indonesia,,1
negatif,lemah,441,440,17581,1.35E+18,https://twitter.com/johanadhi/statuses/1353844583109550084,https://twitter.com/johanadhi/statuses/1353844583109550084,johanadhi,"Akurasi dan Keamanan Data Lemah,10 hari Vaksinasi 172.901 Kapan Selesai? @BudiGSadikin @blogdokter @LaporCovid @aik_arif @PresideNetizen @firdzaradiany @septian @drpriono1 @alvinlie21 @ProfesorZubairi @andreasharsono https://t.co/7ODiZuVnSS","Akurasi dan Keamanan Data Lemah,10 hari Vaksinasi 172.901 Kapan Selesai? @BudiGSadikin @blogdokter @LaporCovid @aik_arif @PresideNetizen @firdzaradiany @septian @drpriono1 @alvinlie21 @ProfesorZubairi @andreasharsono https://t.co/7ODiZuVnSS",1/25/2021 18:17,Twitter for Android,2,1,in,,original,,0,0,,0,0,272722956,https://pbs.twimg.com/profile_images/3294313534/24a577923391adb488ae76cbc5cba11a_normal.jpeg,11255,611,2739,3/26/2011 22:10,"Medical practitioner dg motto : Mengurangi penderitaan,memperpanjang usia,memperbanyak orang pintar",Jakarta,,1
positif,"kesehatan,kita,pahlawan,promotor,selamat",442,441,77474,1.36E+18,https://twitter.com/JubirPresidenRI/statuses/1355391505905512451,https://twitter.com/JubirPresidenRI/statuses/1355391505905512451,JubirPresidenRI,,Selamat untuk 1000-an relawan promotor #JagoPreventif yang kick-off program #SukseskanVaksinasi hari ini Sabtu 30 Januari 2021. Ayo sukseskan vaksinasi untuk 181.554.465 rakyat Indonesia &amp; pahlawan garis depan kita 1.529.934 tenaga kesehatan ~ #JubirPresidenRI @JubirPresidenRI https://t.co/hnaNnXbzG6,1/30/2021 0:44,Twitter for Android,0,2,in,,retweet,,0,0,fadjroeL,18158130,1.36E+18,1.22E+18,https://pbs.twimg.com/profile_images/1304931827023450113/PWj1jzOw_normal.jpg,2822,55,4363,1/17/2020 4:54,Akun Resmi Juru Bicara Presiden Republik Indonesia.  Dikelola oleh Tim Juru Bicara.,Indonesia,1,1
positif,"kesehatan,tetap",443,442,71446,1.36E+18,https://twitter.com/polisiterentang/statuses/1355143135106490370,https://twitter.com/polisiterentang/statuses/1355143135106490370,polisiterentang,Ayo Sukseskan Vaksinasi COVID-19 Ayo Tetap Patuhi Protokol Kesehatan  . #poldakalbar  #pncpoldakalbar  #polreskuburayabersinar #humaspolreskuburaya  #BersatuLawanCovid19  #kesehatanpulihkanekonomi https://t.co/YI0Vs6h4OS,Ayo Sukseskan Vaksinasi COVID-19 Ayo Tetap Patuhi Protokol Kesehatan  . #poldakalbar  #pncpoldakalbar  #polreskuburayabersinar #humaspolreskuburaya  #BersatuLawanCovid19  #kesehatanpulihkanekonomi https://t.co/YI0Vs6h4OS,1/29/2021 8:17,Twitter for Android,0,0,in,,original,,0,0,,0,0,1.20E+18,https://pbs.twimg.com/profile_images/1336175485114437633/bx0uZi0x_normal.jpg,4173,325,256,11/27/2019 9:24,"( BERSINAR)  Bekerja, Sinergi, Amanah dan Responsif","Kalimantan Barat, Indonesia",,1
