category,indicator,indicator_friendly,type_data,latitude,longitude,region_id,country_id,name,year,value
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,2010,7
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1980,4
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,1950,1
Population,number_of_cities_1_5_million,Number of cities by country – 1 to 5 million inhabitants,n,-5,120,789,ID,Indonesia,2015,10
Resilience,number_of_droughts,Average annual number of events in droughts,n,-5,120,789,ID,Indonesia,1980,0.29
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,-5,120,789,ID,Indonesia,1990,50.8
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,-5,120,789,ID,Indonesia,1995,42.6
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,-5,120,789,ID,Indonesia,2000,34.4
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,-5,120,789,ID,Indonesia,2005,26.3
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,-5,120,789,ID,Indonesia,2007,23
Slum dwellers,urban_population_living_in_slum,Proportion of urban population living in slum area,p,-5,120,789,ID,Indonesia,2009,23
Education,net_enrolment_rate_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Slum,p,-5,120,789,ID,Indonesia,2002,77.2
Education,net_enrolment_rate_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Slum,p,-5,120,789,ID,Indonesia,1994,78.8
Education,net_enrolment_rate_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Slum,p,-5,120,789,ID,Indonesia,1997,78.2
Education,net_enrolment_rate_slum,Net enrolment rate in primary education in urban and rural areas (Male) – Slum,p,-5,120,789,ID,Indonesia,1991,75
Education,net_enrolment_rate_3_shelter_deprivation,Net enrolment rate in primary education in urban and rural areas (Male) – 3 Shelter deprivation,p,-5,120,789,ID,Indonesia,1994,70
Education,net_enrolment_rate_3_shelter_deprivation,Net enrolment rate in primary education in urban and rural areas (Male) – 3 Shelter deprivation,p,-5,120,789,ID,Indonesia,2002,82
Education,net_enrolment_rate_3_shelter_deprivation,Net enrolment rate in primary education in urban and rural areas (Male) – 3 Shelter deprivation,p,-5,120,789,ID,Indonesia,1997,77.4
Education,net_enrolment_rate_3_shelter_deprivation,Net enrolment rate in primary education in urban and rural areas (Male) – 3 Shelter deprivation,p,-5,120,789,ID,Indonesia,1991,71.6
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,3.579974,98.65004,789,ID,Medan,2000,0.94
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,3.579974,98.65004,789,ID,Medan,2010,1.73
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,0.564964,101.425013,789,ID,Pekanbaru,2000,4.32
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,0.564964,101.425013,789,ID,Pekanbaru,2010,4.08
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-0.960007,100.360013,789,ID,Padang,2000,1.54
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-0.960007,100.360013,789,ID,Padang,2010,2.22
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.950029,107.570013,789,ID,Bandung,2000,1.15
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.950029,107.570013,789,ID,Bandung,2010,1.92
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-7.249236,112.750833,789,ID,Surabaya,2000,0.59
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-7.249236,112.750833,789,ID,Surabaya,2010,1.64
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5.430019,105.269998,789,ID,Bandar Lampung,2000,1.74
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5.430019,105.269998,789,ID,Bandar Lampung,2010,2.31
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.570001,106.750011,789,ID,Bogor,2000,2.39
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.570001,106.750011,789,ID,Bogor,2010,2.61
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-0.500035,117.149996,789,ID,Samarinda,2000,3.35
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-0.500035,117.149996,789,ID,Samarinda,2010,3.11
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-8.715113,115.184121,789,ID,Kuta,2000,6.68
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-8.715113,115.184121,789,ID,Kuta,2010,4.66
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.966617,110.420019,789,ID,Semarang,2000,0.88
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.966617,110.420019,789,ID,Semarang,2010,1.83
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-2.980039,104.75003,789,ID,Palembang,2000,-0.02
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-2.980039,104.75003,789,ID,Palembang,2010,1.29
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5.139959,119.432028,789,ID,Ujungpandang,2000,2.66
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5.139959,119.432028,789,ID,Ujungpandang,2010,2.89
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-7.979992,112.610015,789,ID,Malang,2000,0.82
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-7.979992,112.610015,789,ID,Malang,2010,2.11
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.174418,106.829438,789,ID,Jakarta,2000,1.38
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-6.174418,106.829438,789,ID,Jakarta,2010,1.89
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1985,3.18
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1955,1.61
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2020,1.04
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1990,3.01
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1960,1.59
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2025,0.9
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1995,3.33
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1965,1.56
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2030,0.82
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2000,2.73
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1970,2.47
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2035,0.74
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2005,2.18
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1975,2.7
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2040,0.67
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2010,1.72
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1980,3.32
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2045,0.6
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,1950,1.63
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,-5,120,789,ID,Indonesia,2015,1.34
Transport,owner_motorcycle_urban_area,Ownership of motorcycle – urban area,p,-5,120,789,ID,Indonesia,1994,25.6
Transport,owner_motorcycle_urban_area,Ownership of motorcycle – urban area,p,-5,120,789,ID,Indonesia,2002,38.7
Transport,owner_motorcycle_urban_area,Ownership of motorcycle – urban area,p,-5,120,789,ID,Indonesia,1997,30.8
Transport,owner_motorcycle_urban_area,Ownership of motorcycle – urban area,p,-5,120,789,ID,Indonesia,2007,55.7
Transport,passengers_carried_by_air,Passengers carried by air,1000,-5,120,789,ID,Indonesia,2004,26785
Education,net_enrolment_rate_urban,Net enrolment rate in primary education in urban and rural areas (Male) – Urban,p,-5,120,789,ID,Indonesia,2002,76.6
Education,net_enrolment_rate_urban,Net enrolment rate in primary education in urban and rural areas (Male) – Urban,p,-5,120,789,ID,Indonesia,1994,78.2
Education,net_enrolment_rate_urban,Net enrolment rate in primary education in urban and rural areas (Male) – Urban,p,-5,120,789,ID,Indonesia,1997,77
Education,net_enrolment_rate_urban,Net enrolment rate in primary education in urban and rural areas (Male) – Urban,p,-5,120,789,ID,Indonesia,1991,77.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1990,97.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1991,65
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1993,97.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1994,97.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1997,97
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,1998,97.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,2000,96.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,2002,81.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,0.564964,101.425013,789,ID,Pekanbaru,2003,94.9
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-0.907039,119.833037,789,ID,Palu,2002,92.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-0.907039,119.833037,789,ID,Palu,1991,43.9
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.570001,106.750011,789,ID,Bogor,2002,72.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.570001,106.750011,789,ID,Bogor,1991,71.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.950029,107.570013,789,ID,Bandung,2002,76.9
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.950029,107.570013,789,ID,Bandung,1991,79.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-2.532986,140.69998,789,ID,Jayapura,2000,94.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1993,67.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-2.532986,140.69998,789,ID,Jayapura,2003,94.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1990,47.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-2.532986,140.69998,789,ID,Jayapura,1998,94.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-2.980039,104.75003,789,ID,Palembang,2002,88.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-2.980039,104.75003,789,ID,Palembang,1991,71.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,3.579974,98.65004,789,ID,Medan,2002,82.3
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,3.579974,98.65004,789,ID,Medan,1991,68
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1990,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1991,90.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1993,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1994,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1997,99.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,1998,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2000,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2002,83
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-6.174418,106.829438,789,ID,Jakarta,2003,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-7.789616,112.000026,789,ID,Kediri,2002,70.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-7.789616,112.000026,789,ID,Kediri,1991,92.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,1990,97.8
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,1991,34.9
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,1993,98.3
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,1994,97.8
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,1997,93.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,1998,99.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,2000,99.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,2002,92.8
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,-1.589995,103.610048,789,ID,Jambi,2003,99.5
Health,children_with_diarrhea_2_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 2 Shelter deprivation,p,-5,120,789,ID,Indonesia,1992,13.4
Health,children_with_diarrhea_2_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 2 Shelter deprivation,p,-5,120,789,ID,Indonesia,2004,12.4
Education,net_enrolment_rate_rural,Net enrolment rate in primary education in urban and rural areas (Male) – Rural,p,-5,120,789,ID,Indonesia,1994,75.5
Education,net_enrolment_rate_rural,Net enrolment rate in primary education in urban and rural areas (Male) – Rural,p,-5,120,789,ID,Indonesia,2002,76.1
Education,net_enrolment_rate_rural,Net enrolment rate in primary education in urban and rural areas (Male) – Rural,p,-5,120,789,ID,Indonesia,1997,78.1
Education,net_enrolment_rate_rural,Net enrolment rate in primary education in urban and rural areas (Male) – Rural,p,-5,120,789,ID,Indonesia,1991,70.5
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,-5,120,789,ID,Indonesia,2025,12363
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,-5,120,789,ID,Indonesia,2020,11689
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,-5,120,789,ID,Indonesia,2015,10792
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,-5,120,789,ID,Indonesia,1985,15.13
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,-5,120,789,ID,Indonesia,1955,16.95
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,-5,120,789,ID,Indonesia,1990,15.37
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,-5,120,789,ID,Indonesia,1960,19.14
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,-5,120,789,ID,Indonesia,1965,32.69
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,-5,120,789,ID,Indonesia,1970,31.88
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,-5,120,789,ID,Indonesia,1950,14.72
Crime,recorded_bribery_rate,Recorded bribery rate per 100,000 population,n,-5,120,789,ID,Indonesia,2000,2.73
Crime,recorded_bribery_rate,Recorded bribery rate per 100,000 population,n,-5,120,789,ID,Indonesia,1999,1.59
Population,urban_population_cities,Urban population – Cities,1000,0.564964,101.425013,789,ID,Pekanbaru,2000,588
Population,urban_population_cities,Urban population – Cities,1000,0.564964,101.425013,789,ID,Pekanbaru,2010,906
Population,urban_population_cities,Urban population – Cities,1000,0.564964,101.425013,789,ID,Pekanbaru,2020,1362
Population,urban_population_cities,Urban population – Cities,1000,-0.960007,100.360013,789,ID,Padang,2000,716
Population,urban_population_cities,Urban population – Cities,1000,-0.960007,100.360013,789,ID,Padang,2010,836
Population,urban_population_cities,Urban population – Cities,1000,-0.960007,100.360013,789,ID,Padang,2020,1043
Population,urban_population_cities,Urban population – Cities,1000,-6.950029,107.570013,789,ID,Bandung,2000,2138
Population,urban_population_cities,Urban population – Cities,1000,-6.950029,107.570013,789,ID,Bandung,2010,2399
Population,urban_population_cities,Urban population – Cities,1000,-6.950029,107.570013,789,ID,Bandung,2020,2909
Population,urban_population_cities,Urban population – Cities,1000,-7.249236,112.750833,789,ID,Surabaya,2000,2611
Population,urban_population_cities,Urban population – Cities,1000,-7.249236,112.750833,789,ID,Surabaya,2010,2768
Population,urban_population_cities,Urban population – Cities,1000,-7.249236,112.750833,789,ID,Surabaya,2020,3260
Population,urban_population_cities,Urban population – Cities,1000,-5.430019,105.269998,789,ID,Bandar Lampung,2000,743
Population,urban_population_cities,Urban population – Cities,1000,-5.430019,105.269998,789,ID,Bandar Lampung,2010,884
Population,urban_population_cities,Urban population – Cities,1000,-5.430019,105.269998,789,ID,Bandar Lampung,2020,1114
Population,urban_population_cities,Urban population – Cities,1000,-6.570001,106.750011,789,ID,Bogor,2000,751
Population,urban_population_cities,Urban population – Cities,1000,-6.570001,106.750011,789,ID,Bogor,2010,954
Population,urban_population_cities,Urban population – Cities,1000,-6.570001,106.750011,789,ID,Bogor,2020,1239
Population,urban_population_cities,Urban population – Cities,1000,-7.979992,112.610015,789,ID,Malang,2000,757
Population,urban_population_cities,Urban population – Cities,1000,-7.979992,112.610015,789,ID,Malang,2010,822
Population,urban_population_cities,Urban population – Cities,1000,-7.979992,112.610015,789,ID,Malang,2020,1015
Population,urban_population_cities,Urban population – Cities,1000,-8.715113,115.184121,789,ID,Kuta,2000,409
Population,urban_population_cities,Urban population – Cities,1000,-8.715113,115.184121,789,ID,Kuta,2010,797
Population,urban_population_cities,Urban population – Cities,1000,-8.715113,115.184121,789,ID,Kuta,2020,1271
Population,urban_population_cities,Urban population – Cities,1000,-6.966617,110.420019,789,ID,Semarang,2000,1427
Population,urban_population_cities,Urban population – Cities,1000,-6.966617,110.420019,789,ID,Semarang,2010,1558
Population,urban_population_cities,Urban population – Cities,1000,-6.966617,110.420019,789,ID,Semarang,2020,1872
Population,urban_population_cities,Urban population – Cities,1000,-2.980039,104.75003,789,ID,Palembang,2000,1459
Population,urban_population_cities,Urban population – Cities,1000,-2.980039,104.75003,789,ID,Palembang,2010,1455
Population,urban_population_cities,Urban population – Cities,1000,-2.980039,104.75003,789,ID,Palembang,2020,1655
Population,urban_population_cities,Urban population – Cities,1000,-5.139959,119.432028,789,ID,Ujungpandang,2000,1031
Population,urban_population_cities,Urban population – Cities,1000,-5.139959,119.432028,789,ID,Ujungpandang,2010,1345
Population,urban_population_cities,Urban population – Cities,1000,-5.139959,119.432028,789,ID,Ujungpandang,2020,1796
Population,urban_population_cities,Urban population – Cities,1000,3.579974,98.65004,789,ID,Medan,2000,1912
Population,urban_population_cities,Urban population – Cities,1000,3.579974,98.65004,789,ID,Medan,2010,2100
Population,urban_population_cities,Urban population – Cities,1000,3.579974,98.65004,789,ID,Medan,2020,2497
Population,urban_population_cities,Urban population – Cities,1000,-6.174418,106.829438,789,ID,Jakarta,2000,8390
Population,urban_population_cities,Urban population – Cities,1000,-6.174418,106.829438,789,ID,Jakarta,2010,9630
Population,urban_population_cities,Urban population – Cities,1000,-6.174418,106.829438,789,ID,Jakarta,2020,11638
Population,urban_population_cities,Urban population – Cities,1000,-0.500035,117.149996,789,ID,Samarinda,2000,523
Population,urban_population_cities,Urban population – Cities,1000,-0.500035,117.149996,789,ID,Samarinda,2010,732
Population,urban_population_cities,Urban population – Cities,1000,-0.500035,117.149996,789,ID,Samarinda,2020,998
Resilience,loss_of_lives_by_earthquake,Average annual loss of lives in earthquake,n,-5,120,789,ID,Indonesia,1980,193.24
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2048,0.1
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,2049,0.1
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1950,1.67
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1951,1.67
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1952,1.67
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1953,1.67
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1954,1.67
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1955,2.08
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1956,2.08
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1957,2.08
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1958,2.08
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1959,2.08
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1960,2.22
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1961,2.22
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1962,2.22
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1963,2.22
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1964,2.22
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1965,2.35
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1966,2.35
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1967,2.35
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1968,2.35
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1969,2.35
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1970,2.32
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1971,2.32
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1972,2.32
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1973,2.32
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1974,2.32
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1975,2.2
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1976,2.2
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1977,2.2
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1978,2.2
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1979,2.2
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1980,2.04
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1981,2.04
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1982,2.04
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1983,2.04
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1984,2.04
Population,avg_annual_rate_change_percentage_total,Average annual rate of change of population – Total,p,-5,120,789,ID,Indonesia,1985,1.77
